University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non-Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo-Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of Wisconsin Oshkosh,https://uwosh.edu/studenthealth,1,['https://uwosh.edu/studenthealth/medical-care/'],1515,81.37,4.54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.023,0.643,0.112,[-1],1,"['https://uwosh.edu/studenthealth', 'https://uwosh.edu/studenthealth/medical-care/']",1
University of Wisconsin Parkside,https://www.uwp.edu/live/services/studenthealth,1,['https://www.uwp.edu/live/services/studenthealth/healthservices.cfm'],2409,79.83,4.79,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04,0.607,0.101,[-1],1,"['https://www.uwp.edu/live/services/studenthealth', 'https://www.uwp.edu/live/services/studenthealth/upload/Welcome-Telemental-health-final.doc']",1
University of Wisconsin Stout,https://www.uwstout.edu/life-stout/student-services/student-health-services,1,['https://www.uwstout.edu/life-stout/student-services/student-health-services/medical-services'],4209,73.19,6.07,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034,0.701,0.037,[-1],1,"['https://www.uwstout.edu/life-stout/student-services/student-health-services', 'https://www.uwstout.edu/life-stout/student-services/student-health-services/medical-services']",1
University of Wisconsin Superior,https://www.uwsuper.edu/shcs,1,['https://www.uwsuper.edu/shcs/physicalhealth/hcc.cfm'],831,73.25,5.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024,0.397,0.445,[-1],1,"['https://www.uwsuper.edu/shcs', 'https://www.uwsuper.edu/shcs/physicalhealth/hcc.cfm']",1
University of Wisconsin Madison,https://www.uhs.wisc.edu,5,"['https://www.uhs.wisc.edu/womens-health-clinic/contraception/', 'https://www.uhs.wisc.edu/about-uhs/costs/', 'https://www.uhs.wisc.edu/emergency-contraception/', 'https://www.uhs.wisc.edu/about/costs/']",2845,71.72,6.11,16,8,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,2,0.122,0.699,0.167,"[-1, -1, -1, 'Wed, 01 Jul 2020 20:16:52 GMT', -1]",1,"['https://www.uhs.wisc.edu', 'https://www.uhs.wisc.edu/about/costs/']",1
University of Wisconsin Milwaukee,https://uwm.edu/norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Wisconsin Platteville,https://www.uwplatt.edu/university-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Wisconsin River Falls,https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices,2,"['https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices/PCRHS.cfm', 'https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices']",2235,65.05,7.9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.017,0.6,0.122,"[-1, -1]",0,['https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices'],1
University of Wisconsin Stevens Point,https://www.uwsp.edu/stuhealth/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Wyoming,http://www.uwyo.edu/shser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Purdue University Main Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New College of Florida,https://www.ncf.edu/cwc/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania College of Technology,https://www.pct.edu/campus-life/college-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
California State University San Marcos,https://www.csusm.edu/shcs,7,"['https://www.csusm.edu/shcs/medicalservices/women.html', 'https://www.csusm.edu/shcs/fpact/services.html', 'https://www.csusm.edu/shcs/generalinfo/generalinfo-file/bcmconsent.pdf', 'https://www.csusm.edu/shcs/generalinfo/generalinfo-file/initialgyn.pdf']",838,81.88,4.13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.026,0.543,0.195,"[-1, 'Thu, 14 Sep 2017 15:56:44 GMT', -1, 'Thu, 14 Sep 2017 15:56:44 GMT', 'Thu, 14 Sep 2017 15:56:44 GMT', 'Mon, 16 Sep 2019 23:10:07 GMT', 'Thu, 14 Sep 2017 15:56:45 GMT']",1,"['https://www.csusm.edu/shcs', 'https://www.csusm.edu/shcs/fpact/services.html']",1
University of Washington Tacoma Campus,https://www.tacoma.uw.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arizona State University West,https://eoss.asu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
California State University Monterey Bay,https://csumb.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arizona State University Polytechnic,https://eoss.asu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida Gulf Coast University,https://www.fgcu.edu/studentlife/studenthealth,2,['https://www.fgcu.edu/studentlife/studenthealth/'],2122,85.48,3.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018,0.754,0.013,"['Thu, 30 Jan 2020 21:12:42 GMT', -1]",0,['https://www.fgcu.edu/studentlife/studenthealth'],1
California State University Channel Islands,https://www.csuci.edu/studenthealth,2,['https://www.csuci.edu/studenthealth/about/birth-control.htm'],230,71.65,6.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.619,0.362,"[-1, 'Tue, 26 May 2020 15:19:58 GMT']",3,"['https://www.csuci.edu/studenthealth', 'https://www.csuci.edu/studenthealth/about/index.htm', 'https://www.csuci.edu/studenthealth/about/faq.htm', 'https://www.csuci.edu/studenthealth/about/birth-control.htm']",1
University of California Merced,https://health.ucmerced.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Georgia Gwinnett College,https://www.ggc.edu/student-life/student-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Florida St Petersburg,https://www.stpetersburg.usf.edu/student-life/wellness,2,['https://www.stpetersburg.usf.edu/student-life/wellness/medical-services/index.aspx'],806,69.26,6.29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.033,0.698,0.115,"[-1, 'Tue, 26 May 2020 15:33:21 GMT']",1,"['https://www.stpetersburg.usf.edu/student-life/wellness', 'https://www.stpetersburg.usf.edu/student-life/wellness/medical-services/index.aspx']",1
University of South Florida Sarasota Manatee,https://www.sarasotamanatee.usf.edu/campus-life/health-and-safety/counseling-and-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Augusta University,https://www.augusta.edu/shs,1,['https://www.augusta.edu/shs/birth-control-methods.php'],515,89.5,2.94,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.527,0.227,[-1],3,"['https://www.augusta.edu/shs', 'https://www.augusta.edu/shs/flu.php', 'https://www.augusta.edu/shs/onlineresources.php', 'https://www.augusta.edu/shs/birth-control-methods.php']",1
Middle Georgia State University,https://www.mga.edu/health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Georgia,https://ung.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Texas at Dallas,https://studentaffairs.unt.edu/student-health-and-wellness-center,1,['https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health'],3131,72.21,7.71,34,18,0,0,0,3,5,0,0,0,0,0,0,1,6,0,0,0,1,0.079,0.58,0.113,"['Thu, 16 Jul 2020 16:53:04 GMT']",1,"['https://studentaffairs.unt.edu/student-health-and-wellness-center', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health']",1
Kennesaw State University,https://studenthealth.kennesaw.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Purdue University Northwest,https://www.pnw.edu/health-care-facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
