University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,hormonal_iud_coverage,copper_iud_coverage,contraceptive_implant_coverage,contraceptive_injection_coverage,hormonal_iud_keyword_count,copper_iud_keyword_count,contraceptive_implant_keyword_count,contraceptive_injection_keyword_count,prevalence_metric,coverage_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non-Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo-Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Texas A & M University College Station,https://shs.tamu.edu,7,"['https://shs.tamu.edu/services/', 'https://shs.tamu.edu/coronavirus/', 'http://shs.tamu.edu/wp-content/uploads/2020/03/FAQ-COVID-19-Version12.pdf', 'https://shs.tamu.edu/marketing-request/']",4916,46.29,13.17,0,1,1,1,0,1,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.044,0.619,0.13,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://shs.tamu.edu', 'https://shs.tamu.edu/services/']",1
The University of Texas at Arlington,https://www.uta.edu/healthservices,2,['https://www.uta.edu/healthservices/fees%20and%20services/womens-health.php'],818,63.62,8.3,0,0,1,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.034,0.667,0.161,"[-1, 'Wed, 20 May 2020 19:48:28 GMT']",2,"['https://www.uta.edu/healthservices', 'https://www.uta.edu/healthservices/fees%20and%20services/emergency.php', 'https://www.uta.edu/healthservices/fees%20and%20services/womens-health.php']",1
The University of Texas at Austin,https://www.healthyhorns.utexas.edu,17,"['https://www.healthyhorns.utexas.edu/hormonalmethods.html', 'https://www.healthyhorns.utexas.edu/HT/HT_pid.html', 'https://www.healthyhorns.utexas.edu/hs_pills.html', 'https://www.healthyhorns.utexas.edu/hs_ring.html', 'http://www.healthyhorns.utexas.edu/HT/HT_mononucleosis.html', 'https://www.healthyhorns.utexas.edu/HT/HT_fibrocysticbreasts.html', 'https://www.healthyhorns.utexas.edu/HT/HT_urinarytractinfection_m.html', 'https://www.healthyhorns.utexas.edu/HT/HT_genitalwarts.html', 'https://www.healthyhorns.utexas.edu/HT/HTC_N.html', 'https://www.healthyhorns.utexas.edu/HT/HTC_I.html', 'https://www.healthyhorns.utexas.edu/HT/HT_migraine.html', 'https://www.healthyhorns.utexas.edu/HT/HT_naloxone.html', 'https://www.healthyhorns.utexas.edu/HT/HT_ringworm.html', 'https://www.healthyhorns.utexas.edu/HT/HT_coldsores.html', 'https://www.healthyhorns.utexas.edu/HT/HT_impetigo.html', 'https://www.healthyhorns.utexas.edu/HT/HT_hypoglycemia.html', 'https://www.healthyhorns.utexas.edu/HT/HT_boils.html']",36699,73.06,5.81,1,0,1,1,3,0,2,1,6,2,4,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.04,0.48,0.1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,"['https://www.healthyhorns.utexas.edu', 'https://www.healthyhorns.utexas.edu/HT/HT_truvada.html', 'https://www.healthyhorns.utexas.edu/HT/HT_fibrocysticbreasts.html']",1
The University of Texas at Dallas,https://www.utdallas.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Texas at El Paso,https://www.utep.edu/chs/shc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Texas at Tyler,https://www.uttyler.edu/clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Texas at San Antonio,https://www.utsa.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas Southern University,http://www.tsu.edu/students-services/index.html/departments/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas Tech University,https://www.depts.ttu.edu/studenthealth,2,"['https://www.depts.ttu.edu/studenthealth/travelhealthquestionnaire/', 'https://www.depts.ttu.edu/studenthealth/nurseclinic/']",1625,86.81,3.59,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.029,0.495,-0.036,"[-1, -1]",1,"['https://www.depts.ttu.edu/studenthealth', 'https://www.depts.ttu.edu/studenthealth/travelhealthquestionnaire/']",1
Texas Woman's University,https://twu.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
West Texas A & M University,https://www.wtamu.edu/student-support/medical-services,1,['https://www.wtamu.edu/student-support/medical-services/patient-education-and-information.html'],2144,72.55,6.93,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024,0.761,-0.119,"['Thu, 13 Aug 2020 14:48:11 GMT']",1,"['https://www.wtamu.edu/student-support/medical-services', 'https://www.wtamu.edu/student-support/medical-services/patient-education-and-information.html']",1
Dixie State University,https://wellness.dixie.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Utah State University,https://health.usu.edu,1,['https://health.usu.edu/health_center/womens-health-and-appointment-preparation'],735,15.32,18.14,1,1,0,1,4,1,0,1,6,2,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.011,0.568,0.234,[-1],1,"['https://health.usu.edu', 'https://health.usu.edu/health_center/womens-health-and-appointment-preparation.php']",1
Utah Valley University,https://www.uvu.edu/studenthealth,1,['https://www.uvu.edu/studenthealth/medical/'],2675,89.97,2.93,0,0,1,1,0,0,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.06,0.601,0.127,[-1],1,"['https://www.uvu.edu/studenthealth', 'https://www.uvu.edu/studenthealth/medical/']",1
University of Utah,https://studenthealth.utah.edu,2,"['https://studenthealth.utah.edu/services/fees.php', 'https://studenthealth.utah.edu/services/womens-health.php']",814,79.56,4.31,1,0,1,1,2,0,1,1,4,2,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.105,0.511,0.21,"[-1, -1]",1,"['https://studenthealth.utah.edu', 'https://studenthealth.utah.edu/services/womens-health.php']",1
Weber State University,https://www.weber.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Castleton University,https://www.castleton.edu/campus-life/student-resources/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lyndon State College,https://www.northernvermont.edu/student-life/student-wellness-and-safety/lyndon-health-and-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Vermont Technical College,https://www.vtc.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Vermont,https://www.uvm.edu/health/SHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
College of William and Mary,https://www.wm.edu/offices/wellness/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Christopher Newport University,https://cnu.edu/life/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
George Mason University,https://shs.gmu.edu,12,"['https://shs.gmu.edu/healthed/birthcontrol/', 'https://shs.gmu.edu/services/womenshealth/', 'http://shs.gmu.edu/a', 'https://shs.gmu.edu/healthed/hpv/', 'https://shs.gmu.edu/drop_in_immunizationclinic2019/', 'https://shs.gmu.edu/healthed/', 'https://shs.gmu.edu/services/travelclinic/', 'https://shs.gmu.edu/services/allergy-clinic/', 'https://shs.gmu.edu/healthed/sexualhealth/', 'https://shs.gmu.edu/about/iappeal/', 'https://shs.gmu.edu/locations/urgentcare/', 'https://shs.gmu.edu/']",9297,64.27,8.34,1,0,0,1,1,0,0,10,11,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.067,0.641,0.192,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,['https://shs.gmu.edu'],1
James Madison University,https://www.jmu.edu/healthcenter,2,"['https://www.jmu.edu/healthcenter/medicalservices/womens-health-medical-services.shtml', 'https://www.jmu.edu/healthcenter/medicalservices/services_accordion_index.shtml']",1343,66.31,7.16,0,0,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.032,0.708,0.092,"[-1, -1]",2,"['https://www.jmu.edu/healthcenter', 'https://www.jmu.edu/healthcenter/medicalservices/my-jmu-health.shtml', 'https://www.jmu.edu/healthcenter/medicalservices/womens-health-medical-services.shtml']",1
Longwood University,http://www.longwood.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Mary Washington,https://students.umw.edu/healthcenter,5,"['https://students.umw.edu/healthcenter/clinics/womens-clinic/glossary-of-terms/', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/who-shouldnt-take-the-pill/', 'https://students.umw.edu/healthcenter/files/2011/08/womens-health-previsit-form.pdf']",1806,63.89,7.58,1,0,0,1,4,0,0,1,5,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.023,0.546,0.071,"[-1, -1, -1, -1, -1]",1,"['https://students.umw.edu/healthcenter', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/who-shouldnt-take-the-pill/']",1
Norfolk State University,"https://www.nsu.edu/Campus-Life/Our-Campus,-Our-Home/Health-and-Wellness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Old Dominion University,https://www.odu.edu/studenthealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Radford University,https://www.radford.edu/content/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Virginia's College at Wise,https://www.uvawise.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Virginia Polytechnic Institute and State University,https://healthcenter.vt.edu,10,"['https://www.healthcenter.vt.edu/content/dam/healthcenter_vt_edu/assets/docs/mirena.pdf', 'https://www.healthcenter.vt.edu/content/dam/healthcenter_vt_edu/assets/docs/paragard.pdf', 'https://healthcenter.vt.edu/ourservices/womens_clinic.html', 'https://healthcenter.vt.edu/common_health_concerns/publications.html', 'https://www.healthcenter.vt.edu/content/dam/healthcenter_vt_edu/assets/docs/ortho_evra_patch.pdf']",1561,79,4.53,1,0,1,1,3,0,1,2,6,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0.024,0.479,-0.028,"[-1, -1, -1, -1, -1, 'Mon, 03 Aug 2020 18:19:29 GMT', -1, 'Mon, 03 Aug 2020 17:25:24 GMT', -1, -1]",0,['https://healthcenter.vt.edu'],1
Virginia Commonwealth University,https://health.students.vcu.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Virginia Main Campus,https://www.studenthealth.virginia.edu,7,"['https://www.studenthealth.virginia.edu/gyn-online-appointment', 'https://www.studenthealth.virginia.edu/emergency-contraception-0', 'https://www.studenthealth.virginia.edu/call-schedule-appointment', 'https://www.studenthealth.virginia.edu/sites/studenthealth.virginia.edu/files/2019_General%20Travel%20Recommendations.pdf']",2956,67.42,7.74,1,1,1,1,8,6,1,9,24,3,4,0,5,0,1,1,1,0,3,0,0,3,0,1,0,0,0,9,0.087,0.587,0.112,"['Mon, 17 Aug 2020 09:47:02 GMT', 'Sun, 16 Aug 2020 15:58:18 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Mon, 17 Aug 2020 04:45:41 GMT', 'Wed, 17 Jan 2018 17:09:52 GMT', 'Mon, 17 Aug 2020 09:47:03 GMT', 'Thu, 30 Jul 2020 15:29:39 GMT']",1,"['https://www.studenthealth.virginia.edu', 'https://www.studenthealth.virginia.edu/gyn-online-appointment']",1
Virginia State University,http://www.vsu.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Central Washington University,https://www.cwu.edu/medical-counseling,3,['http://www.cwu.edu/medical-counseling/welcome-medical-clinic-home'],646,73.17,5.54,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.004,0.713,0.111,"['Tue, 23 Apr 2013 15:59:03 GMT', -1, 'Thu, 19 Jul 2012 18:12:51 GMT']",1,"['https://www.cwu.edu/medical-counseling', 'https://www.cwu.edu/medical-counseling/Student-medical-clinic']",1
Eastern Washington University,https://inside.ewu.edu/bewell/rockwood-clinic-student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The Evergreen State College,https://www.evergreen.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Washington State University,https://cougarhealth.wsu.edu,1,['https://cougarhealth.wsu.edu/medical-clinic/services/'],1722,69.66,7.19,0,0,1,1,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.064,0.429,0.243,[-1],1,"['https://cougarhealth.wsu.edu', 'mailto:?subject=Cougar%20Health%20Services%20%7C%20Washington%20State%20University&body=https://cougarhealth.wsu.edu/']",1
University of Washington Seattle Campus,https://wellbeing.uw.edu,6,"['https://wellbeing.uw.edu/medical/womens-health/', 'https://wellbeing.uw.edu/forms-of-birth-control/', 'https://wellbeing.uw.edu/medical/sexual-health/', 'https://wellbeing.uw.edu/staff/katherine-johnson/']",5680,71.36,6.53,1,1,1,1,10,2,5,6,23,3,11,0,3,3,1,1,1,1,0,0,0,2,1,4,2,0,0,2,0.099,0.577,0.167,"[-1, -1, 'Wed, 11 Sep 2019 15:39:45 GMT', -1, -1, 'Mon, 21 Oct 2019 23:06:20 GMT']",1,"['https://wellbeing.uw.edu', 'https://wellbeing.uw.edu/medical/womens-health/']",1
Western Washington University,https://studenthealth.wwu.edu,5,"['https://studenthealth.wwu.edu/sti-testing', 'https://studenthealth.wwu.edu/emergency-contraception', 'https://studenthealth.wwu.edu/confidentiality']",1186,76.75,6.03,0,1,1,1,0,4,3,1,8,2,11,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0.102,0.619,0.216,"['Mon, 17 Aug 2020 09:54:49 GMT', 'Tue, 10 Oct 2017 22:38:49 GMT', 'Mon, 17 Aug 2020 09:54:50 GMT', 'Wed, 13 Nov 2019 00:48:33 GMT', 'Mon, 17 Aug 2020 09:54:51 GMT']",2,"['https://studenthealth.wwu.edu', 'https://studenthealth.wwu.edu/clinical-services', 'https://studenthealth.wwu.edu/sti-testing']",1
Bluefield State College,https://bluefieldstate.edu/resources/health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Concord University,https://www.concord.edu/studenthealth,1,['https://www.concord.edu/studenthealth'],1516,75.05,5.51,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013,0.677,0.137,[-1],0,['https://www.concord.edu/studenthealth'],1
Fairmont State University,https://www.fairmontstate.edu/falconcenter/health-services,2,"['https://www.fairmontstate.edu/falconcenter/health-services/health-services-womens-health', 'https://www.fairmontstate.edu/falconcenter/health-services/services-provided']",1492,70.27,6.09,0,0,1,1,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.017,0.592,0.218,"['Mon, 17 Aug 2020 09:55:37 GMT', 'Mon, 17 Aug 2020 09:55:37 GMT']",1,"['https://www.fairmontstate.edu/falconcenter/health-services', 'https://www.fairmontstate.edu/falconcenter/health-services/health-services-womens-health']",1
Glenville State College,https://www.glenville.edu/student-life/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Marshall University,https://www.marshall.edu/studenthealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Shepherd University,https://www.shepherd.edu/healthcenter,1,['https://www.shepherd.edu/healthcenter/family-planning'],664,42.11,11.09,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015,0.66,0.179,[-1],1,"['https://www.shepherd.edu/healthcenter', 'https://www.shepherd.edu/healthcenter/family-planning']",1
West Virginia State University,https://www.wvstateu.edu/current-students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
West Liberty University,https://westliberty.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
West Virginia University Institute of Technology,https://students.wvutech.edu/health-wellness/student-health-clinic,1,['https://students.wvutech.edu/health-wellness/student-health-clinic'],551,64.73,7.74,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,0.633,0.202,[-1],0,['https://students.wvutech.edu/health-wellness/student-health-clinic'],1
West Virginia University,https://well.wvu.edu,1,['https://well.wvu.edu/resources/sexual-health/safer-sex'],826,73.4,7.67,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.462,0.26,[-1],1,"['https://well.wvu.edu', 'https://well.wvu.edu/resources/sexual-health/safer-sex']",1
University of Wisconsin Whitewater,https://www.uww.edu/uhcs,5,"['https://www.uww.edu/uhcs/forms/submit-a-question', 'https://www.uww.edu/uhcs/wellness-information/az/emergency-contraception', 'https://www.uww.edu/uhcs/health-services/family-planning-only-services', 'https://www.uww.edu/uhcs/wellness-information/az/birth-control', 'https://www.uww.edu/uhcs/fees']",8570,76.02,6.77,0,1,0,1,0,2,0,8,10,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,0.038,0.564,0.138,"[-1, -1, -1, -1, -1]",1,"['https://www.uww.edu/uhcs', 'https://www.uww.edu/uhcs/forms/submit-a-question']",1
University of Wisconsin Eau Claire,https://www.uwec.edu/student-health-service,3,"['https://www.uwec.edu/student-health-service/services/', 'https://www.uwec.edu/student-health-service/health-resources/self-help/', 'https://www.uwec.edu/student-health-service/health-clinic/family-planning-only-services/']",3191,66.52,7.11,1,0,1,1,1,0,4,5,10,2,4,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,5,0.075,0.532,0.066,"['Mon, 17 Aug 2020 09:57:09 GMT', 'Mon, 17 Aug 2020 09:57:10 GMT', 'Mon, 17 Aug 2020 09:57:10 GMT']",1,"['https://www.uwec.edu/student-health-service', 'https://www.uwec.edu/student-health-service/health-resources/self-help/']",1
University of Wisconsin Green Bay,https://www.uwgb.edu/wellness-center,1,['https://www.uwgb.edu/wellness-center/medical-services/'],2007,76.39,5.38,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0.464,0.21,[-1],2,"['https://www.uwgb.edu/wellness-center', 'https://www.uwgb.edu/wellness-center/new-students/', 'https://www.uwgb.edu/wellness-center/medical-services/']",1
University of Wisconsin La Crosse,https://www.uwlax.edu/student-health-center,2,"['https://www.uwlax.edu/student-health-center/contraceptive-details/', 'https://www.uwlax.edu/student-health-center/fees--costs/']",2987,71.07,6.33,0,0,0,1,0,0,0,15,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.075,0.655,0.074,"[-1, -1]",1,"['https://www.uwlax.edu/student-health-center', 'https://www.uwlax.edu/student-health-center/fees--costs/']",1
University of Wisconsin Oshkosh,https://uwosh.edu/studenthealth,1,['https://uwosh.edu/studenthealth/medical-care/'],1479,79.25,4.91,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.02,0.687,0.096,[-1],1,"['https://uwosh.edu/studenthealth', 'https://uwosh.edu/studenthealth/medical-care/']",1
University of Wisconsin Parkside,https://www.uwp.edu/live/services/studenthealth,2,"['https://www.uwp.edu/live/services/studenthealth/healthservices.cfm', 'https://www.uwp.edu/live/services/studenthealth/servicemedfees.cfm']",3295,80.82,4.61,1,0,0,1,1,0,0,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.038,0.619,0.092,"[-1, -1]",1,"['https://www.uwp.edu/live/services/studenthealth', 'https://www.uwp.edu/live/services/studenthealth/healthservices.cfm']",1
University of Wisconsin Stout,https://www.uwstout.edu/life-stout/student-services/student-health-services,1,['https://www.uwstout.edu/life-stout/student-services/student-health-services/medical-services'],4240,73.19,6.07,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034,0.701,0.037,[-1],1,"['https://www.uwstout.edu/life-stout/student-services/student-health-services', 'https://www.uwstout.edu/life-stout/student-services/student-health-services/medical-services']",1
University of Wisconsin Superior,https://www.uwsuper.edu/shcs,1,['https://www.uwsuper.edu/shcs/physicalhealth/hcc.cfm'],833,73.25,5.89,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024,0.397,0.445,[-1],1,"['https://www.uwsuper.edu/shcs', 'https://www.uwsuper.edu/shcs/physicalhealth/hcc.cfm']",1
University of Wisconsin Madison,https://www.uhs.wisc.edu,7,"['https://www.uhs.wisc.edu/womens-health-clinic/contraception/', 'https://www.uhs.wisc.edu/about-uhs/costs/', 'https://www.uhs.wisc.edu/emergency-contraception/', 'https://www.uhs.wisc.edu/about/costs/', 'https://www.uhs.wisc.edu/wp-content/uploads/after_an_assault.pdf']",2845,71.72,6.11,1,1,1,1,3,2,1,2,8,3,8,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,2,0.122,0.699,0.167,"[-1, -1, 'Wed, 01 Jul 2020 20:16:52 GMT', -1, -1, 'Mon, 15 Aug 2016 12:39:48 GMT', 'Wed, 10 Aug 2016 15:24:59 GMT']",1,"['https://www.uhs.wisc.edu', 'https://www.uhs.wisc.edu/about/costs/']",1
University of Wisconsin Milwaukee,https://uwm.edu/norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Wisconsin Platteville,https://www.uwplatt.edu/university-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Wisconsin River Falls,https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices,2,"['https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices/PCRHS.cfm', 'https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices']",2230,65.05,7.9,0,0,1,1,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.017,0.6,0.122,"[-1, -1]",0,['https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices'],1
University of Wisconsin Stevens Point,https://www.uwsp.edu/stuhealth/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Wyoming,http://www.uwyo.edu/shser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Purdue University Main Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New College of Florida,https://www.ncf.edu/cwc/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania College of Technology,https://www.pct.edu/campus-life/college-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
California State University San Marcos,https://www.csusm.edu/shcs,8,"['https://www.csusm.edu/shcs/medicalservices/women.html', 'https://www.csusm.edu/shcs/fpact/services.html', 'https://www.csusm.edu/shcs/generalinfo/generalinfo-file/bcmconsent.pdf', 'https://www.csusm.edu/shcs/generalinfo/generalinfo-file/initialgyn.pdf']",870,83.06,3.79,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.025,0.459,0.263,"['Thu, 14 Sep 2017 15:56:46 GMT', -1, 'Thu, 14 Sep 2017 15:56:44 GMT', -1, 'Thu, 14 Sep 2017 15:56:44 GMT', 'Thu, 14 Sep 2017 15:56:44 GMT', 'Mon, 16 Sep 2019 23:10:07 GMT', 'Thu, 14 Sep 2017 15:56:45 GMT']",1,"['https://www.csusm.edu/shcs', 'https://www.csusm.edu/shcs/medicalservices/women.html']",1
University of Washington Tacoma Campus,https://www.tacoma.uw.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arizona State University West,https://eoss.asu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
California State University Monterey Bay,https://csumb.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arizona State University Polytechnic,https://eoss.asu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida Gulf Coast University,https://www.fgcu.edu/studentlife/studenthealth,2,['https://www.fgcu.edu/studentlife/studenthealth/'],2077,85.48,3.64,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018,0.754,0.013,"['Thu, 30 Jan 2020 21:12:42 GMT', -1]",0,['https://www.fgcu.edu/studentlife/studenthealth'],1
California State University Channel Islands,https://www.csuci.edu/studenthealth,2,['https://www.csuci.edu/studenthealth/about/birth-control.htm'],230,71.65,6.34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.619,0.362,"[-1, 'Tue, 26 May 2020 15:19:58 GMT']",3,"['https://www.csuci.edu/studenthealth', 'https://www.csuci.edu/studenthealth/about/index.htm', 'https://www.csuci.edu/studenthealth/about/faq.htm', 'https://www.csuci.edu/studenthealth/about/birth-control.htm']",1
University of California Merced,https://health.ucmerced.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Georgia Gwinnett College,https://www.ggc.edu/student-life/student-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Florida St Petersburg,https://www.usf.edu/student-affairs/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Florida Sarasota Manatee,https://www.sarasotamanatee.usf.edu/campus-life/health-and-safety/counseling-and-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Augusta University,https://www.augusta.edu/shs,3,"['https://www.augusta.edu/shs/birth-control-methods.php', 'https://www.augusta.edu/shs/documents/shs-2018fees.pdf']",515,89.5,2.94,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.527,0.227,"[-1, -1, 'Tue, 26 Feb 2019 20:20:54 GMT']",3,"['https://www.augusta.edu/shs', 'https://www.augusta.edu/shs/shac.php', 'https://www.augusta.edu/shs/onlineresources.php', 'https://www.augusta.edu/shs/birth-control-methods.php']",1
Middle Georgia State University,https://www.mga.edu/health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Georgia,https://ung.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
