University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non - Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo - Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of Mary Washington,https://students.umw.edu/healthcenter,5,"['https://students.umw.edu/healthcenter/clinics/womens-clinic/glossary-of-terms/', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/who-shouldnt-take-the-pill/', 'https://students.umw.edu/healthcenter/files/2011/08/womens-health-previsit-form.pdf']",1818,64.6,7.48,7,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.023,0.546,0.071,"[-1, -1, -1, -1, -1]",1,"['https://students.umw.edu/healthcenter', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/who-shouldnt-take-the-pill/']",1
Norfolk State University,"https://www.nsu.edu/Campus-Life/Our-Campus,-Our-Home/Health-and-Wellness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Old Dominion University,https://www.odu.edu/life/health-safety/health/monarch-wellness/physical-wellness/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Radford University,https://www.radford.edu/content/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Virginia's College at Wise,https://www.uvawise.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Virginia Polytechnic Institute and State University,https://healthcenter.vt.edu,10,"['https://www.healthcenter.vt.edu/content/dam/healthcenter_vt_edu/assets/docs/mirena.pdf', 'https://www.healthcenter.vt.edu/content/dam/healthcenter_vt_edu/assets/docs/nexplanon.pdf', 'https://healthcenter.vt.edu/ourservices/womens_clinic.html', 'https://healthcenter.vt.edu/common_health_concerns/publications.html', 'https://www.healthcenter.vt.edu/content/dam/healthcenter_vt_edu/assets/docs/ortho_evra_patch.pdf']",1561,78.69,4.59,7,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,2,0.024,0.479,-0.028,"[-1, -1, -1, -1, -1, 'Wed, 16 Sep 2020 18:27:43 GMT', -1, 'Wed, 16 Sep 2020 21:52:22 GMT', -1, -1]",0,['https://healthcenter.vt.edu'],1
Virginia Commonwealth University,https://health.students.vcu.edu/,9,"['https://health.students.vcu.edu/media/student-affairs/ushs/docs/CONTRACEPTION-OVERVIEW.pdf', 'https://health.students.vcu.edu/media/student-affairs/ushs/docs/ENDOMETRIOSIS.pdf', 'https://health.students.vcu.edu/services/pharmacy-services/', 'https://health.students.vcu.edu/media/student-affairs/ushs/docs/AMENORRHEA.pdf', 'https://health.students.vcu.edu/media/student-affairs/ushs/docs/CHLAMYDIA.pdf']",1072,68.79,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.056,0.642,0.149,"['Wed, 06 Jun 2018 11:59:23 GMT', 'Wed, 06 Jun 2018 11:59:23 GMT', 'Wed, 06 Jun 2018 11:59:23 GMT', 'Wed, 06 Jun 2018 11:59:23 GMT', 'Tue, 01 Sep 2020 15:01:16 GMT', 'Fri, 17 Apr 2020 19:38:35 GMT', 'Wed, 06 Jun 2018 11:59:23 GMT', 'Wed, 06 Jun 2018 11:59:24 GMT', 'Wed, 06 Jun 2018 11:59:24 GMT']",0,['https://health.students.vcu.edu/'],1
University of Virginia Main Campus,https://www.studenthealth.virginia.edu,6,"['https://www.studenthealth.virginia.edu/gyn-online-appointment', 'https://www.studenthealth.virginia.edu/emergency-contraception-0', 'https://www.studenthealth.virginia.edu/call-schedule-appointment', 'https://www.studenthealth.virginia.edu/sites/studenthealth.virginia.edu/files/Pills%20and%20Ring%202.0%202018.pdf']",2956,67.38,7.75,28,4,0,5,0,1,1,1,0,3,0,0,3,0,1,0,0,0,9,0.086,0.583,0.115,"['Thu, 17 Sep 2020 21:25:27 GMT', 'Thu, 17 Sep 2020 21:25:27 GMT', 'Thu, 17 Sep 2020 17:15:50 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Wed, 17 Jan 2018 17:09:52 GMT', 'Thu, 30 Jul 2020 15:29:39 GMT']",1,"['https://www.studenthealth.virginia.edu', 'https://www.studenthealth.virginia.edu/gyn-online-appointment']",1
Virginia State University,http://www.vsu.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Central Washington University,https://www.cwu.edu/medical-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Washington University,https://inside.ewu.edu/bewell/rockwood-clinic-student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The Evergreen State College,https://www.evergreen.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Washington State University,https://cougarhealth.wsu.edu,1,['https://cougarhealth.wsu.edu/medical-clinic/services/'],1725,69.7,7.31,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.061,0.429,0.243,[-1],1,"['https://cougarhealth.wsu.edu', 'mailto:?subject=Cougar%20Health%20Services%20%7C%20Washington%20State%20University&body=https://cougarhealth.wsu.edu/']",1
University of Washington Seattle Campus,https://wellbeing.uw.edu,6,"['https://wellbeing.uw.edu/medical/womens-health/', 'https://wellbeing.uw.edu/forms-of-birth-control/', 'https://wellbeing.uw.edu/medical/sexual-health/', 'https://wellbeing.uw.edu/staff/katherine-johnson/']",5663,71.82,6.46,35,11,0,3,3,1,1,1,1,0,2,0,2,1,5,2,0,0,2,0.098,0.586,0.158,"[-1, -1, 'Wed, 11 Sep 2019 15:39:45 GMT', -1, -1, 'Wed, 11 Sep 2019 15:40:51 GMT']",1,"['https://wellbeing.uw.edu', 'https://wellbeing.uw.edu/medical/womens-health/']",1
Western Washington University,https://studenthealth.wwu.edu,5,"['https://studenthealth.wwu.edu/sti-testing', 'https://studenthealth.wwu.edu/emergency-contraception', 'https://studenthealth.wwu.edu/confidentiality']",1195,76.94,5.94,19,11,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0.1,0.616,0.22,"['Thu, 17 Sep 2020 15:05:20 GMT', 'Tue, 10 Oct 2017 22:38:49 GMT', 'Thu, 17 Sep 2020 15:05:21 GMT', 'Wed, 13 Nov 2019 00:48:33 GMT', 'Thu, 17 Sep 2020 15:05:22 GMT']",2,"['https://studenthealth.wwu.edu', 'https://studenthealth.wwu.edu/clinical-services', 'https://studenthealth.wwu.edu/confidentiality']",1
Bluefield State College,https://bluefieldstate.edu/resources/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Concord University,https://www.concord.edu/studenthealth,1,['https://www.concord.edu/studenthealth'],1530,75.05,5.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013,0.677,0.137,[-1],0,['https://www.concord.edu/studenthealth'],1
Fairmont State University,https://www.fairmontstate.edu/falconcenter/health-services,2,"['https://www.fairmontstate.edu/falconcenter/health-services/health-services-womens-health', 'https://www.fairmontstate.edu/falconcenter/health-services/services-provided']",1528,69.98,6.23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.017,0.653,0.185,"['Thu, 17 Sep 2020 21:29:19 GMT', 'Thu, 17 Sep 2020 21:29:19 GMT']",1,"['https://www.fairmontstate.edu/falconcenter/health-services', 'https://www.fairmontstate.edu/falconcenter/health-services/services-provided']",1
Glenville State College,https://www.glenville.edu/student-life/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Marshall University,https://www.marshall.edu/studenthealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Shepherd University,https://www.shepherd.edu/healthcenter,1,['https://www.shepherd.edu/healthcenter/family-planning'],666,42.11,11.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015,0.66,0.179,[-1],1,"['https://www.shepherd.edu/healthcenter', 'https://www.shepherd.edu/healthcenter/family-planning']",1
West Virginia State University,https://www.wvstateu.edu/current-students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
West Liberty University,https://westliberty.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
West Virginia University Institute of Technology,https://students.wvutech.edu/health-wellness/student-health-clinic,1,['https://students.wvutech.edu/health-wellness/student-health-clinic'],551,64.73,7.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,0.633,0.202,[-1],0,['https://students.wvutech.edu/health-wellness/student-health-clinic'],1
West Virginia University,https://well.wvu.edu,1,['https://well.wvu.edu/resources/sexual-health/safer-sex'],826,73.4,7.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.462,0.26,[-1],1,"['https://well.wvu.edu', 'https://well.wvu.edu/resources/sexual-health/safer-sex']",1
University of Wisconsin Whitewater,https://www.uww.edu/uhcs,5,"['https://www.uww.edu/uhcs/forms/submit-a-question', 'https://www.uww.edu/uhcs/wellness-information/az/emergency-contraception', 'https://www.uww.edu/uhcs/health-services/family-planning-only-services', 'https://www.uww.edu/uhcs/wellness-information/az/birth-control', 'https://www.uww.edu/uhcs/fees']",8585,76.39,6.69,12,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,8,0.038,0.556,0.136,"[-1, -1, -1, -1, -1]",1,"['https://www.uww.edu/uhcs', 'https://www.uww.edu/uhcs/forms/submit-a-question']",1
University of Wisconsin Eau Claire,https://www.uwec.edu/student-health-service,3,"['https://www.uwec.edu/student-health-service/services/', 'https://www.uwec.edu/student-health-service/health-resources/self-help/', 'https://www.uwec.edu/student-health-service/health-clinic/family-planning-only-services/']",3209,66.56,7.07,14,4,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,5,0.077,0.524,0.08,"['Thu, 17 Sep 2020 21:30:52 GMT', 'Thu, 17 Sep 2020 21:30:52 GMT', 'Thu, 17 Sep 2020 21:30:52 GMT']",1,"['https://www.uwec.edu/student-health-service', 'https://www.uwec.edu/student-health-service/services/']",1
University of Wisconsin Green Bay,https://www.uwgb.edu/wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Wisconsin La Crosse,https://www.uwlax.edu/student-health-center,2,"['https://www.uwlax.edu/student-health-center/contraceptive-details/', 'https://www.uwlax.edu/student-health-center/fees--costs/']",3133,69.61,6.58,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0.073,0.661,0.062,"[-1, -1]",1,"['https://www.uwlax.edu/student-health-center', 'https://www.uwlax.edu/student-health-center/fees--costs/']",1
University of Wisconsin Oshkosh,https://uwosh.edu/studenthealth,4,"['https://uwosh.edu/studenthealth/medical-care/', 'https://uwosh.edu/studenthealth/wp-content/uploads/sites/26/2019/07/Student-Price-List-Summer-2019.doc']",1495,79.58,4.82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.02,0.687,0.096,"[-1, 'Thu, 06 Aug 2020 14:43:20 GMT', 'Thu, 18 Jul 2019 16:34:27 GMT', 'Mon, 26 Mar 2018 14:10:18 GMT']",1,"['https://uwosh.edu/studenthealth', 'https://uwosh.edu/studenthealth/medical-care/']",1
University of Wisconsin Parkside,https://www.uwp.edu/live/services/studenthealth,2,"['https://www.uwp.edu/live/services/studenthealth/healthservices.cfm', 'https://www.uwp.edu/live/services/studenthealth/servicemedfees.cfm']",3301,80.82,4.61,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.038,0.619,0.092,"[-1, -1]",1,"['https://www.uwp.edu/live/services/studenthealth', 'https://www.uwp.edu/live/services/studenthealth/upload/Welcome-Telemental-health-final.doc']",1
University of Wisconsin Stout,https://www.uwstout.edu/life-stout/student-services/student-health-services,1,['https://www.uwstout.edu/life-stout/student-services/student-health-services/medical-services'],4258,73.19,6.07,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034,0.701,0.037,[-1],1,"['https://www.uwstout.edu/life-stout/student-services/student-health-services', 'https://www.uwstout.edu/life-stout/student-services/student-health-services/medical-services']",1
University of Wisconsin Superior,https://www.uwsuper.edu/shcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Wisconsin Madison,https://www.uhs.wisc.edu,6,"['https://www.uhs.wisc.edu/womens-health-clinic/contraception/', 'https://www.uhs.wisc.edu/emergency-contraception/', 'https://www.uhs.wisc.edu/about/costs/', 'https://www.uhs.wisc.edu/wp-content/uploads/after_an_assault.pdf']",2558,71.89,6.12,17,8,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,2,0.12,0.703,0.168,"[-1, 'Wed, 01 Jul 2020 20:16:52 GMT', -1, -1, 'Mon, 15 Aug 2016 12:39:48 GMT', 'Wed, 10 Aug 2016 15:24:59 GMT']",1,"['https://www.uhs.wisc.edu', 'https://www.uhs.wisc.edu/emergency-contraception/']",1
University of Wisconsin Milwaukee,https://uwm.edu/norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Wisconsin Platteville,https://www.uwplatt.edu/university-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Wisconsin River Falls,https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices,2,"['https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices/PCRHS.cfm', 'https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices']",2446,63.73,8.53,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0.013,0.619,0.111,"[-1, -1]",0,['https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices'],1
University of Wisconsin Stevens Point,https://www.uwsp.edu/stuhealth/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Wyoming,http://www.uwyo.edu/shser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Purdue University Main Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New College of Florida,https://www.ncf.edu/cwc/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania College of Technology,https://www.pct.edu/campus-life/college-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
California State University San Marcos,https://www.csusm.edu/shcs,8,"['https://www.csusm.edu/shcs/medicalservices/women.html', 'https://www.csusm.edu/shcs/fpact/services.html', 'https://www.csusm.edu/shcs/generalinfo/generalinfo-file/health-history-and-treatment-consent1.pdf', 'https://www.csusm.edu/shcs/generalinfo/generalinfo-file/healthhistory2019.pdf']",878,83.71,3.69,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.059,0.42,0.287,"[-1, -1, 'Thu, 14 Sep 2017 15:56:46 GMT', 'Thu, 14 Sep 2017 15:56:44 GMT', 'Thu, 14 Sep 2017 15:56:44 GMT', 'Thu, 14 Sep 2017 15:56:44 GMT', 'Mon, 16 Sep 2019 23:10:07 GMT', 'Thu, 14 Sep 2017 15:56:45 GMT']",1,"['https://www.csusm.edu/shcs', 'https://www.csusm.edu/shcs/medicalservices/women.html']",1
University of Washington Tacoma Campus,https://www.tacoma.uw.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arizona State University West,https://eoss.asu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
California State University Monterey Bay,https://csumb.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Arizona State University Polytechnic,https://eoss.asu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida Gulf Coast University,https://www.fgcu.edu/studentlife/studenthealth,2,['https://www.fgcu.edu/studentlife/studenthealth/'],2088,85.48,3.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018,0.754,0.013,"['Thu, 30 Jan 2020 21:12:42 GMT', -1]",0,['https://www.fgcu.edu/studentlife/studenthealth'],1
California State University Channel Islands,https://www.csuci.edu/studenthealth,2,['https://www.csuci.edu/studenthealth/about/birth-control.htm'],233,71.65,6.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.619,0.362,"[-1, 'Tue, 26 May 2020 15:19:58 GMT']",3,"['https://www.csuci.edu/studenthealth', 'https://www.csuci.edu/studenthealth/about/index.htm', 'https://www.csuci.edu/studenthealth/about/faq.htm', 'https://www.csuci.edu/studenthealth/about/birth-control.htm']",1
University of California Merced,https://health.ucmerced.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Georgia Gwinnett College,https://www.ggc.edu/student-life/student-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Florida St Petersburg,https://www.stpetersburg.usf.edu/student-life/wellness,2,['https://www.stpetersburg.usf.edu/student-life/wellness/medical-services/index.aspx'],810,69.26,6.29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.033,0.698,0.115,"[-1, 'Tue, 26 May 2020 15:33:21 GMT']",1,"['https://www.stpetersburg.usf.edu/student-life/wellness', 'https://www.stpetersburg.usf.edu/student-life/wellness/medical-services/index.aspx']",1
University of South Florida Sarasota Manatee,https://www.sarasotamanatee.usf.edu/campus-life/health-and-safety/counseling-and-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Augusta University,https://www.augusta.edu/shs,4,"['https://www.augusta.edu/shs/birth-control-methods.php', 'http://www.augusta.edu/shs/documents/studenthealthlist.pdf']",515,89.5,2.94,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.527,0.227,"[-1, 'Wed, 17 Jun 2020 12:09:42 GMT', -1, 'Tue, 26 Feb 2019 20:20:54 GMT']",3,"['https://www.augusta.edu/shs', 'https://www.augusta.edu/shs/shsfaqsoncovid.php', 'https://www.augusta.edu/shs/onlineresources.php', 'https://www.augusta.edu/shs/birth-control-methods.php']",1
Middle Georgia State University,https://www.mga.edu/health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Georgia,https://ung.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Texas at Dallas,https://studentaffairs.unt.edu/student-health-and-wellness-center,1,['https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health'],3122,72.13,7.72,37,19,0,0,0,3,6,0,0,0,0,0,0,1,6,0,0,1,1,0.081,0.583,0.119,"['Thu, 17 Sep 2020 20:58:42 GMT']",1,"['https://studentaffairs.unt.edu/student-health-and-wellness-center', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health']",1
Kennesaw State University,https://studenthealth.kennesaw.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Purdue University Northwest,https://www.pnw.edu/health-care-facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
