University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non - Hormonal IUD,Nonhormonal IUD,Paragard,Contraceptive implant,Nexplanon,Contraceptive injection,Control shot,Depo - Provera,Depo,emergency contraception,emergency contraceptives,morning after pill,Plan B,levonorgestrel,ella,ulipristal acetate,contraceptive pill,control pill,diaphragm,spermicide,contraceptive patch,control patch,vaginal ring,control ring,contraceptive ring,cervical cap,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Western Kentucky University,https://www.wku.edu/healthservices,15,"['https://www.wku.edu/healthservices/news/index.php?view=article&articleid=643', 'https://www.wku.edu/healthservices/health-ed/health-topics/sleep/index.php', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=2619', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=714', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=2629', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=485&return=archive', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=752', 'https://www.wku.edu/healthservices/news/index.php?view=archive&archivepage=1', 'https://www.wku.edu/healthservices/health-ed/calendar/index.php?eventid=3099&view=event', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=2139', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=546', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=632&return=archive', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=718', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=502', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=2794&return=archive']",18110,62.95,9.48,145,11,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,8,0,4,6,21,5,0,2,0,0,0,0,0,0,0,0,4,3,0,0,1,0,40,23,0.051,0.57,0.115,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",-1,[],1
Grambling State University,https://www.gram.edu/student-life/services/health-center,4,"['http://www.gram.edu/student-life/services/health-center/docs/Medhis.PDF', 'https://www.gram.edu/student-life/services/health-center/services.php', 'http://www.gram.edu/student-life/services/health-center/docs/zika%20virus%20alert.pdf']",14396,58.13,8.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.033,0.595,-0.08,"[-1, -1, -1, -1]",0,['https://www.gram.edu/student-life/services/health-center'],1
Louisiana State University Alexandria,https://www.lsua.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Louisiana State University and Agricultural & Mechanical College,https://lsu.edu/shc,13,"['https://www.lsu.edu/shc/files/assessment/NCHA-II_SPRING_2017_EXECUTIVE_SUMMARY.pdf', 'http://www.lsu.edu/shc/files/assessment/NCHA-II-SPRING0-2017-LOUISIANA-STATE-UNIVERSITY-DATA-REPORT.pdf', 'https://www.lsu.edu/shc/about/cost-common-services.php', 'https://lsu.edu/shc/medical/womens-clinic.php', 'https://www.lsu.edu/shc/medical/gynecology.php', 'https://lsu.edu/shc/wellness/wevo.php', 'https://louis.lsu.edu/shc/wellness/wevo.php', 'https://www.lsu.edu/shc/wellness/classes.php']",2829,72.25,6.1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0.04,0.54,0.079,"['Mon, 23 Oct 2017 14:00:31 GMT', 'Thu, 11 Jan 2018 17:21:46 GMT', 'Mon, 23 Oct 2017 14:00:52 GMT', -1, 'Mon, 23 Oct 2017 14:00:49 GMT', -1, 'Thu, 19 Apr 2018 21:25:19 GMT', -1, -1, -1, -1, -1, 'Mon, 23 Oct 2017 14:01:09 GMT']",0,['https://lsu.edu/shc'],1
Louisiana State University Shreveport,https://www.lsuhs.edu,13,"['https://www.lsuhs.edu/fs/resource-manager/view/9a75b915-85ab-4650-aa1c-8d65cd26c0d8', 'https://www.lsuhs.edu/centers/feist-weiller-cancer-center/patients/patient-guide/partners-in-wellness', 'https://www.lsuhs.edu/fs/resource-manager/view/5de7377c-06f8-4379-b522-69d6a12a81d9', 'https://www.lsuhs.edu/fs/resource-manager/view/1e525293-63d3-49e5-be20-41e7b65aafeb', 'https://www.lsuhs.edu/fs/resource-manager/view/47d2521b-3972-4e8f-a76d-d4a7065108e9', 'https://www.lsuhs.edu/fs/resource-manager/view/29c748c7-d48e-4afb-9219-cfe51088435f', 'https://www.lsuhs.edu/fs/resource-manager/view/0cbcf252-17b3-471f-99c2-6e3fbc0083e5', 'https://www.lsuhs.edu/fs/resource-manager/view/294c02aa-7703-4441-b26f-cb20f71e5c41', 'https://www.lsuhs.edu/fs/resource-manager/view/e1fcba5d-cb4f-44a0-891b-28a2216a9696', 'https://www.lsuhs.edu/departments/school-of-medicine/pathology/outreach-services/forms-supplies', 'https://www.lsuhs.edu/departments/school-of-medicine/pathology/divisions/anatomic-pathology', 'https://www.lsuhs.edu/fs/resource-manager/view/9c0f4467-402d-4539-83fa-70327cd4adbc', 'https://www.lsuhs.edu/departments/school-of-medicine/family-medicine/family-medicine-residency-alexandria/patients']",351510,63.67,7.82,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,2,0,0,0,0.03,0.536,0.164,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,['https://www.lsuhs.edu'],1
Louisiana Tech University,https://guiceblog.latech.edu/2016/11/28/a-paige-from-our-student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
McNeese State University,https://www.mcneese.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Orleans,https://www.uno.edu/campus-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Nicholls State University,https://www.nicholls.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Louisiana at Monroe,https://www.ulm.edu/healthclinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northwestern State University of Louisiana,https://www.nsula.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southeastern Louisiana University,https://www.southeastern.edu/admin/health_ctr,16,"['http://www.southeastern.edu/admin/health_ctr/news/clinics.html', 'https://www.southeastern.edu/admin/health_ctr/soar/inthezone2016.html', 'https://www.southeastern.edu/admin/health_ctr/lightenuplions/forms/index.html', 'http://www.southeastern.edu/admin/health_ctr/save_time/faculty_staff_services/index.html', 'https://www.southeastern.edu/admin/health_ctr/save_time/class_excuse_policy/index.html', 'http://www.southeastern.edu/admin/health_ctr/about/index.html', 'http://www.southeastern.edu/admin/health_ctr/available_services/lgbtqhealth/index.html', 'http://www.southeastern.edu/admin/health_ctr/available_services/index.html', 'http://www.southeastern.edu/admin/health_ctr/forms/assets/historyupdated3.pdf', 'http://www.southeastern.edu/admin/health_ctr/fees/index.html']",4742,88.31,3.79,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,2,0.04,0.663,0.092,"[-1, -1, -1, 'Tue, 28 May 2019 17:42:20 GMT', -1, 'Thu, 02 Aug 2012 12:41:27 GMT', -1, -1, 'Tue, 28 May 2019 18:04:22 GMT', -1, -1, 'Wed, 06 Nov 2019 17:18:01 GMT', 'Thu, 03 Sep 2020 19:48:51 GMT', 'Tue, 28 May 2019 17:58:08 GMT', -1, -1]",1,"['https://www.southeastern.edu/admin/health_ctr', 'https://www.southeastern.edu/admin/health_ctr/fees/index.html']",1
Southern University and A & M College,https://www.subr.edu/page/14,1,['https://www.subr.edu/page/14'],1198,25.23,16.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.783,0.081,[-1],0,['https://www.subr.edu/page/14'],1
Southern University at New Orleans,http://www.suno.edu/page/counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Louisiana at Lafayette,https://studenthealth.louisiana.edu,6,"['https://studenthealth.louisiana.edu/content/about-us/frequent-questions', 'https://studenthealth.louisiana.edu/node/45', 'https://studenthealth.louisiana.edu/services-available/womens-health/pregnancy-resources', 'https://studenthealth.louisiana.edu/node/133', 'https://studenthealth.louisiana.edu/content/about-us/general-information/cost-information']",5687,73.45,6.89,31,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,2,0,0,4,3,3,2,0.045,0.658,0.086,"['Fri, 18 Sep 2020 23:09:40 GMT', 'Fri, 18 Sep 2020 23:28:20 GMT', 'Fri, 18 Sep 2020 23:28:21 GMT', 'Fri, 18 Sep 2020 23:28:21 GMT', 'Fri, 18 Sep 2020 23:28:22 GMT', 'Tue, 07 Jan 2014 14:54:08 GMT']",1,"['https://studenthealth.louisiana.edu', 'https://studenthealth.louisiana.edu/content/about-us/general-information/cost-information']",1
University of Maine at Farmington,http://www2.umf.maine.edu/studenthealth,13,"['http://www2.umf.maine.edu/studenthealth/available-birth-control/', 'http://www2.umf.maine.edu/studenthealth/emergency-contraception/', 'http://www2.umf.maine.edu/studenthealth/health-care-services/', 'http://www2.umf.maine.edu/studenthealth/health-articlesbrochures/', 'http://www2.umf.maine.edu/studenthealth/sapars-on-campus/', 'http://www2.umf.maine.edu/studenthealth/use-of-the-health-center/', 'http://www2.umf.maine.edu/studenthealth/health-center-staff/denise-boothby-r-n-m-s-n/', 'http://www2.umf.maine.edu/studenthealth/health-center-staff/terri-shaw-administrative-specialist/', 'http://www2.umf.maine.edu/studenthealth/location-and-hours/', 'http://www2.umf.maine.edu/studenthealth/health-center-staff/bryn-doiron-r-d/', 'http://www2.umf.maine.edu/studenthealth/list-of-current-fees/', 'http://www2.umf.maine.edu/studenthealth/health-fee-and-insurance/', 'http://www2.umf.maine.edu/studenthealth/new-students/recommended-immunizations/']",4804,82.59,4.81,86,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,21,0,4,6,1,4,0,0,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,7,0.085,0.607,0.086,"[-1, -1, -1, -1, -1, -1, -1, -1, 'Fri, 18 Sep 2020 22:34:05 GMT', -1, -1, -1, -1]",1,"['http://www2.umf.maine.edu/studenthealth', 'http://www2.umf.maine.edu/studenthealth/health-center-staff/bryn-doiron-r-d/']",1
University of Maine at Fort Kent,https://www.umfk.edu/wellness/clinic,1,['https://www.umfk.edu/wellness/clinic/'],601,76.73,5.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.74,0.068,[-1],0,['https://www.umfk.edu/wellness/clinic'],1
University of Maine at Machias,https://machias.edu/campus-life/student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Maine,https://umaine.edu/wellness,2,"['https://umaine.edu/wellness/programs/', 'https://umaine.edu/wellness/resources/']",1783,77.42,5.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.002,0.555,0.209,"[-1, -1]",1,"['https://umaine.edu/wellness', 'https://umaine.edu/wellness/programs/']",1
Maine Maritime Academy,https://mainemaritime.edu/student-life/health-and-counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Maine at Presque Isle,https://www.umpi.edu/offices/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Southern Maine,https://usm.maine.edu/uhcs/health-services,1,['https://usm.maine.edu/uhcs/health-services'],520,72.89,5.64,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.015,0.637,0.127,"['Fri, 18 Sep 2020 21:14:21 GMT']",0,['https://usm.maine.edu/uhcs/health-services'],1
University of Baltimore,https://www.umaryland.edu/studenthealth,2,"['https://www.umaryland.edu/studenthealth/student-health-center/', 'https://www.umaryland.edu/studenthealth/health-topics/']",3173,68.93,7.35,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0.022,0.623,0.18,"[-1, -1]",1,"['https://www.umaryland.edu/studenthealth', 'https://www.umaryland.edu/studenthealth/health-topics/']",1
Bowie State University,https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center,11,"['https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/sexual-health/index.php', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/corona-virus-information/coronavirus-update-april-10-2020.2.php', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/corona-virus-information/return-to-campus-plan/operational-workgroups-members.php', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/health-promotion/', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/sexual-health/womens-health.php', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/sexual-health/stis-hiv.php', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/sexual-health/condoms.php', 'https://www.bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/corona-virus-information/human-resources-digital-toolkit/caregiverfrontline.pdf', 'https://www.bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/sexual-health/']",4551,65.69,7.45,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,11,9,0.032,0.546,0.199,"[-1, -1, -1, 'Tue, 05 Nov 2019 19:02:05 GMT', -1, -1, -1, -1, 'Tue, 07 Apr 2020 21:49:08 GMT', 'Tue, 07 Apr 2020 21:49:08 GMT', -1]",1,"['https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center', 'https://bowiestate.edu/campus-life/health-and-wellness/henry-wise-wellness-center/health-promotion/']",1
Coppin State University,https://www.coppin.edu/chc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Frostburg State University,https://www.frostburg.edu/brady-health,14,"['https://www.frostburg.edu/brady-health/Services/womens-healthbirth-control.php', 'https://www.frostburg.edu/brady-health/Services/womens-health-frequently-asked-questions.php', 'https://www.frostburg.edu/brady-health/family.php', 'https://www.frostburg.edu/brady-health/Services/index.php', 'https://www.frostburg.edu/brady-health/Services/e-contraception.php', 'https://www.frostburg.edu/brady-health/Services/fees.php', 'https://www.frostburg.edu/brady-health/Services/advanced-directives.php', 'https://www.frostburg.edu/brady-health/news-BH/Brady-Health-News/2020/Important-Health-Information-Regarding-2019-Novel-Coronavirus.php', 'https://www.frostburg.edu/brady-health/_files/pdfs/fees-jan2019.pdf', 'https://www.frostburg.edu/brady-health/_files/pdfs/fees.pdf']",5024,72.25,6.56,68,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,0,2,2,0,2,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,3,3,0.083,0.639,0.124,"[-1, 'Tue, 25 Jul 2017 11:17:21 GMT', -1, -1, 'Tue, 25 Jul 2017 11:17:21 GMT', -1, -1, -1, -1, -1, 'Thu, 05 Oct 2017 20:36:28 GMT', 'Tue, 19 Feb 2019 15:23:28 GMT', 'Thu, 13 Jun 2019 18:45:31 GMT', 'Tue, 25 Jul 2017 11:17:21 GMT']",1,"['https://www.frostburg.edu/brady-health', 'https://www.frostburg.edu/brady-health/Services/fees.php']",1
University of Maryland University College,https://health.umd.edu,15,"['http://health.umd.edu/medical-behavioral-health/womens-health', 'http://health.umd.edu/wellness-advocacy/sexual-health', 'https://health.umd.edu/home/covid-19-uhc-operations', 'http://health.umd.edu/wellness-advocacy-sexual-health/sexual-health-referrals', 'http://health.umd.edu/telemedicine', 'http://health.umd.edu/peerpresentations', 'https://health.umd.edu/sites/default/files/inline-files/Any%20Questions%20Episode%203.pdf', 'http://health.umd.edu/pharmacy', 'http://www.health.umd.edu/node/409/view', 'https://health.umd.edu/sites/default/files/inline-files/PPE%20FORM%202015.pdf']",9287,71.55,7.08,88,27,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,0,5,0,3,0,3,3,4,0,3,0,3,0,0,0,0,0,0,0,5,1,7,5,0.066,0.566,0.195,"[-1, -1, 'Fri, 18 Sep 2020 18:31:42 GMT', -1, 'Thu, 15 Nov 2018 14:37:13 GMT', -1, -1, 'Sat, 28 Sep 2019 16:01:20 GMT', 'Wed, 29 Apr 2020 21:22:33 GMT', -1, -1, 'Thu, 13 Sep 2018 18:33:11 GMT', -1, 'Wed, 09 Jan 2019 21:50:58 GMT', 'Wed, 12 Sep 2018 20:54:49 GMT']",1,"['https://health.umd.edu', 'https://health.umd.edu/medical-behavioral-health/womens-health']",1
University of Maryland Baltimore County,https://www.umaryland.edu/studenthealth/student-health-center,1,['https://www.umaryland.edu/studenthealth/student-health-center/'],1617,65.72,7.53,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.02,0.554,0.263,[-1],0,['https://www.umaryland.edu/studenthealth/student-health-center'],1
University of Maryland College Park,https://health.umd.edu,15,"['http://health.umd.edu/medical-behavioral-health/womens-health', 'http://health.umd.edu/wellness-advocacy/sexual-health', 'https://health.umd.edu/home/covid-19-uhc-operations', 'http://health.umd.edu/wellness-advocacy-sexual-health/sexual-health-referrals', 'http://health.umd.edu/telemedicine', 'http://health.umd.edu/peerpresentations', 'https://health.umd.edu/sites/default/files/inline-files/Any%20Questions%20Episode%203.pdf', 'http://health.umd.edu/pharmacy', 'http://www.health.umd.edu/node/409/view', 'https://health.umd.edu/sites/default/files/inline-files/PPE%20FORM%202015.pdf']",9287,71.55,7.08,88,27,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,0,5,0,3,0,3,3,4,0,3,0,3,0,0,0,0,0,0,0,5,1,7,5,0.066,0.566,0.195,"[-1, -1, 'Fri, 18 Sep 2020 18:31:42 GMT', -1, 'Thu, 15 Nov 2018 14:37:13 GMT', -1, -1, 'Sat, 28 Sep 2019 16:01:20 GMT', 'Wed, 29 Apr 2020 21:22:33 GMT', -1, -1, 'Thu, 13 Sep 2018 18:33:11 GMT', -1, 'Wed, 09 Jan 2019 21:50:58 GMT', 'Wed, 12 Sep 2018 20:54:49 GMT']",1,"['https://health.umd.edu', 'https://health.umd.edu/medical-behavioral-health/womens-health']",1
University of Maryland Eastern Shore,https://www.umes.edu/StudentHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Morgan State University,https://www.morgan.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Salisbury University,https://www.salisbury.edu/administration/student-affairs/student-health-services,18,"['https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/birth-control-pill.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/patch.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/vaginal-ring.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/contraceptive-resources.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/services/acute-care/acne.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/smokingtips.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/smokingfacts.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/health-links/hormonal-injection.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/fees.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/services/gyno.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/services/self-care.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/services/std-testing.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/services/', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/services/hpv-vaccine.aspx', 'https://www.salisbury.edu/administration/student-affairs/student-health-services/services/primary-care.aspx']",13424,76.58,5.66,82,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,0,1,0,1,0,1,6,1,0,0,2,6,0,0,0,10,5,0,0,2,0,7,6,0.072,0.617,0.047,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 'Sat, 12 Sep 2020 01:32:25 GMT', -1, -1, -1, -1, -1, -1]",0,['https://www.salisbury.edu/administration/student-affairs/student-health-services'],1
St Mary's College of Maryland,https://www.smcm.edu/wellness,7,"['https://www.smcm.edu/wellness/health-services/urgent-care/', 'https://www.smcm.edu/wellness/resources/', 'https://www.smcm.edu/wellness/health-services/services/', 'https://www.smcm.edu/wellness/front-page-2/eligibility/', 'https://www.smcm.edu/wellness/health-services/']",5348,75.11,5.19,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.027,0.645,0.083,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://www.smcm.edu/wellness', 'https://www.smcm.edu/wellness/health-services/urgent-care/']",1
Towson University,https://www.towson.edu/healthcenter,7,"['https://www.towson.edu/healthcenter/health-education/sexual-health.html', 'https://www.towson.edu/healthcenter/services.html', 'https://www.towson.edu/healthcenter/health-education/peer-education/sexual-health-education/', 'https://www.towson.edu/healthcenter/health-education/peer-education/workshop-request.html', 'https://www.towson.edu/healthcenter/health-education/', 'https://www.towson.edu/healthcenter/health-education/peer-education/sexual-health-education/safer-sex-supply-grant.html']",10858,84.03,4.28,95,38,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,6,0,0,7,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.066,0.546,0.181,"[-1, 'Fri, 28 Jun 2019 15:41:46 GMT', -1, -1, -1, -1, -1]",1,"['https://www.towson.edu/healthcenter', 'https://www.towson.edu/healthcenter/health-education/index.html']",1
Bridgewater State University,https://www.bridgew.edu/student-life/wellness-safety/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fitchburg State University,https://www.fitchburgstate.edu/offices-services-directory/health-services,1,['https://www.fitchburgstate.edu/offices-services-directory/health-services/health-services-common-issues/'],2763,72.66,6.75,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.025,0.539,0.222,"['Fri, 18 Sep 2020 23:35:37 GMT']",1,"['https://www.fitchburgstate.edu/offices-services-directory/health-services', 'https://www.fitchburgstate.edu/offices-services-directory/health-services/health-services-common-issues/']",1
