University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of Rhode Island,https://web.uri.edu/healthservices,1,['https://web.uri.edu/healthservices/medical-care/lgbtq-health/'],471,42.55,13.5,2,1,1,0.024,0.479,0.177,[-1],2,"['https://web.uri.edu/healthservices', 'https://web.uri.edu/healthservices/medical-care/', 'https://web.uri.edu/healthservices/medical-care/lgbtq-health/']",1
College of Charleston,https://studenthealth.cofc.edu,10,"['https://studenthealth.cofc.edu/sexual-health/free-condoms.php', 'https://studenthealth.cofc.edu/sexual-health/index.php', 'https://studenthealth.cofc.edu/sexual-health/genital-warts.php', 'https://studenthealth.cofc.edu/sexual-health/mucopurulent-cervicitis-mpc.php', 'https://studenthealth.cofc.edu/sexual-health/gonorrhea.php', 'https://studenthealth.cofc.edu/sexual-health/pelvic-inflammatory-disease-pid.php', 'https://studenthealth.cofc.edu/sexual-health/chlamydia.php', 'https://studenthealth.cofc.edu/sexual-health/gynecologic-care.php', 'https://studenthealth.cofc.edu/sexual-health/genital-herpes.php']",10641,58.78,8.75,60,33,27,0.097,0.489,0.186,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://studenthealth.cofc.edu', 'https://studenthealth.cofc.edu/sexual-health/index.php']",1
Clemson University,https://www.clemson.edu/campus-life/student-health,2,"['http://www.clemson.edu/campus-life/student-health/zika.html', 'https://www.clemson.edu/campus-life/student-health/medical/services-and-departments/womens-clinic.html']",2881,68.08,7.58,11,6,5,0.045,0.474,0.247,"[-1, -1]",2,"['https://www.clemson.edu/campus-life/student-health', 'https://www.clemson.edu/campus-life/student-health/medical/services-and-departments/immunizations-and-allergy-injections.html', 'https://www.clemson.edu/campus-life/student-health/medical/services-and-departments/womens-clinic.html']",1
Francis Marion University,https://www.fmarion.edu/studentservices,,,,,,,,,,,,,,,0
Lander University,https://www.lander.edu/student-life/wellness-center/health-services,,,,,,,,,,,,,,,0
University of South Carolina Aiken,https://www.usca.edu/student-health-center,1,['https://www.usca.edu/student-health-center/services/sexual-health-services'],676,73.52,6.89,2,2,0,0.045,0.232,0.416,"['Wed, 16 Sep 2020 20:28:36 GMT']",1,"['https://www.usca.edu/student-health-center', 'https://www.usca.edu/student-health-center/services/sexual-health-services']",1
University of South Carolina Columbia,https://sc.edu/about/offices_and_divisions/student_health_services,6,"['https://sc.edu/about/offices_and_divisions/student_health_services/wellness-prevention/sexual-health/index.php', 'https://sc.edu/about/offices_and_divisions/student_health_services/wellness-prevention/sexual-health/postcard3.pdf', 'https://www.sc.edu/about/offices_and_divisions/student_health_services/medical-services/womens-health/index.php', 'https://www.sc.edu/about/offices_and_divisions/student_health_services/about/news-publications/gamecock-health-magazine/gamecock-health-final-2018-19.pdf']",1794,78.34,4.95,8,4,4,0.045,0.582,0.195,"[-1, 'Wed, 27 May 2020 13:41:53 GMT', 'Wed, 27 May 2020 13:41:24 GMT', -1, 'Wed, 27 May 2020 13:38:13 GMT', 'Wed, 27 May 2020 13:41:54 GMT']",1,"['https://sc.edu/about/offices_and_divisions/student_health_services', 'https://sc.edu/about/offices_and_divisions/student_health_services/wellness-prevention/sexual-health/index.php']",1
Coastal Carolina University,https://www.coastal.edu/health,,,,,,,,,,,,,,,0
South Carolina State University,https://www.scsu.edu/studentaffairs,,,,,,,,,,,,,,,0
University of South Carolina Upstate,https://www.uscupstate.edu/campus-life/health-and-safety/health-services,,,,,,,,,,,,,,,0
Winthrop University,https://www.winthrop.edu/hcs,2,"['https://www.winthrop.edu/hcs/sexually-transmitted-infections-stis.aspx', 'https://www.winthrop.edu/hcs/cs-dont-cancel-that-class.aspx']",2793,70.26,6.32,7,4,3,0.043,0.687,0.003,"[-1, -1]",2,"['https://www.winthrop.edu/hcs', 'https://www.winthrop.edu/hcs/cs-request-outreach.aspx', 'https://www.winthrop.edu/hcs/cs-dont-cancel-that-class.aspx']",1
Black Hills State University,https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services,,,,,,,,,,,,,,,0
Dakota State University,https://dsu.edu/student-life,,,,,,,,,,,,,,,0
Northern State University,https://www.northern.edu/campus-life/health-services,,,,,,,,,,,,,,,0
South Dakota State University,https://www.sdstate.edu/student-health-clinic-and-counseling-services/student-health-clinic,,,,,,,,,,,,,,,0
University of South Dakota,https://www.usd.edu/student-life/student-health,,,,,,,,,,,,,,,0
Austin Peay State University,https://www.apsu.edu/health-and-counseling/boyd-health-services,,,,,,,,,,,,,,,0
East Tennessee State University,https://www.etsu.edu/nursing/universityhealth,,,,,,,,,,,,,,,0
University of Memphis,https://www.memphis.edu/health,,,,,,,,,,,,,,,0
Middle Tennessee State University,https://www.mtsu.edu/healthservices,2,"['https://www.mtsu.edu/healthservices/std.php', 'https://www.mtsu.edu/healthservices/women/exam.php']",2369,83.98,4.36,9,5,4,0.058,0.477,0.225,"[-1, -1]",2,"['https://www.mtsu.edu/healthservices', 'https://www.mtsu.edu/healthservices/women/index.php', 'https://www.mtsu.edu/healthservices/women/exam.php']",1
The University of Tennessee Chattanooga,https://www.utc.edu/university-health-services,,,,,,,,,,,,,,,0
The University of Tennessee Knoxville,https://studenthealth.utk.edu,,,,,,,,,,,,,,,0
The University of Tennessee Martin,https://www.utm.edu/departments/shcs,,,,,,,,,,,,,,,0
Tennessee State University,http://www.tnstate.edu/campus_life,,,,,,,,,,,,,,,0
Tennessee Technological University,https://www.tntech.edu/healthservices,,,,,,,,,,,,,,,0
Angelo State University,https://www.angelo.edu/services/health_clinic_counseling,,,,,,,,,,,,,,,0
Texas A & M University Corpus Christi,https://healthcenter.tamucc.edu,,,,,,,,,,,,,,,0
Texas A&M University Texarkana,https://tamut.edu/Campus-Life/Student-Health-Services,,,,,,,,,,,,,,,0
Texas A & M University Commerce,https://www.tamuc.edu/CampusLife/CampusServices/studentHealthServices,1,['https://www.tamuc.edu/CampusLife/CampusServices/studentHealthServices/'],1896,56.92,8.38,2,1,1,0.021,0.562,0.236,[-1],0,['https://www.tamuc.edu/CampusLife/CampusServices/studentHealthServices'],1
University of Houston Clear Lake,https://www.uhcl.edu/student-affairs/health-wellness/health-services,,,,,,,,,,,,,,,0
University of Houston Downtown,https://www.uhd.edu/student-life/health/Pages,,,,,,,,,,,,,,,0
University of Houston Victoria,https://www.uhv.edu/counseling/health-services,,,,,,,,,,,,,,,0
University of Houston,https://www.uh.edu/healthcenter,,,,,,,,,,,,,,,0
Lamar University,https://www.lamar.edu/students/student-engagement/student-health-center,,,,,,,,,,,,,,,0
Texas A & M International University,https://www.tamiu.edu/health,2,['https://www.tamiu.edu/health/services.shtml'],524,51.92,8.76,1,1,0,0.02,0.642,0.163,"[-1, 'Wed, 16 Sep 2020 08:31:59 GMT']",1,"['https://www.tamiu.edu/health', 'https://www.tamiu.edu/health/travelquestionnaire_new.docx']",1
Midwestern State University,https://msutexas.edu/healthcenter,,,,,,,,,,,,,,,0
University of North Texas,https://studentaffairs.unt.edu/student-health-and-wellness-center,10,"['https://studentaffairs.unt.edu/student-health-and-wellness-center/services/condom-club', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/health-education', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/take-precautions-against-zika-virus-when-traveling', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/dont-forget-these-important-items-for-move-in', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/meadows-center-health-resources', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/what-to-bring-to-college', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/summer-brings-more-mosquitoes-take-necessary-precautions', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/billing-and-insurance/filing-commercial-insurance']",9231,67.46,7.86,72,48,24,0.099,0.567,0.091,"['Wed, 16 Sep 2020 20:31:09 GMT', 'Wed, 16 Sep 2020 20:07:28 GMT', 'Wed, 16 Sep 2020 20:31:55 GMT', 'Wed, 16 Sep 2020 12:49:54 GMT', 'Wed, 16 Sep 2020 14:27:33 GMT', 'Wed, 16 Sep 2020 19:38:29 GMT', 'Wed, 16 Sep 2020 12:49:56 GMT', 'Wed, 16 Sep 2020 20:30:56 GMT', 'Wed, 16 Sep 2020 12:49:56 GMT', 'Wed, 16 Sep 2020 20:36:28 GMT']",1,"['https://studentaffairs.unt.edu/student-health-and-wellness-center', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health']",1
The University of Texas Rio Grande Valley,https://www.utrgv.edu/health-services,,,,,,,,,,,,,,,0
Prairie View A & M University,https://www.pvamu.edu/healthservices,2,"['https://www.pvamu.edu/healthservices/2019/05/06/panthers-promoting-healthy-decisions/', 'https://www.pvamu.edu/healthservices/medicalservices/health-education/']",1680,61.75,8.77,3,2,1,0.031,0.456,0.328,"[-1, -1]",1,"['https://www.pvamu.edu/healthservices', 'https://www.pvamu.edu/healthservices/health-education/']",1
Sam Houston State University,https://www.shsu.edu/dept/student-health-center,1,['https://www.shsu.edu/dept/student-health-center/services'],2291,49.07,11.13,2,1,1,0.018,0.792,0.083,[-1],1,"['https://www.shsu.edu/dept/student-health-center', 'https://www.shsu.edu/dept/student-health-center/services']",1
Stephen F Austin State University,http://www.sfasu.edu/life-at-sfa/health-safety/health-clinic,,,,,,,,,,,,,,,0
Texas State University,https://www.healthcenter.txstate.edu,4,"['https://www.healthcenter.txstate.edu/SERVICES.html', 'http://www.healthcenter.txstate.edu/SERVICES/nurse-clinic.html', 'https://www.healthcenter.txstate.edu/SERVICES/STI-Screenings-and-HIV-Testing.html', 'https://www.healthcenter.txstate.edu/HPS/request-presentation.html']",7852,71.59,7.07,21,14,7,0.078,0.54,0.184,"['Tue, 01 Sep 2020 19:58:49 GMT', -1, 'Tue, 01 Sep 2020 20:02:51 GMT', 'Wed, 02 Sep 2020 12:30:51 GMT']",1,"['https://www.healthcenter.txstate.edu', 'https://www.healthcenter.txstate.edu/HPS/request-presentation.html']",1
Sul Ross State University,https://www.sulross.edu/page/343/student-health-services,,,,,,,,,,,,,,,0
Tarleton State University,https://www.tarleton.edu/healthservices,,,,,,,,,,,,,,,0
Texas A & M University Kingsville,https://www.tamuk.edu/shw,,,,,,,,,,,,,,,0
Texas A & M University College Station,https://shs.tamu.edu,,,,,,,,,,,,,,,0
The University of Texas at Arlington,https://www.uta.edu/healthservices,1,['https://www.uta.edu/healthservices/fees%20and%20services/pharmacy.php'],689,66.53,8.72,2,1,1,0.026,0.588,0.12,[-1],2,"['https://www.uta.edu/healthservices', 'https://www.uta.edu/healthservices/fees%20and%20services/index.php', 'https://www.uta.edu/healthservices/fees%20and%20services/pharmacy.php']",1
The University of Texas at Austin,https://healthyhorns.utexas.edu,10,"['https://www.healthyhorns.utexas.edu/hs_condoms.html', 'https://healthyhorns.utexas.edu/hs_freecondoms.html', 'https://healthyhorns.utexas.edu/hs_typesofcondoms.html', 'https://healthyhorns.utexas.edu/safersex/', 'https://healthyhorns.utexas.edu/hs_contraception.html', 'https://healthyhorns.utexas.edu/hs_lube.html', 'https://healthyhorns.utexas.edu/hs_mens_sexualhealth.html', 'https://www.healthyhorns.utexas.edu/hs_playsafe.html', 'https://www.healthyhorns.utexas.edu/HT/HT_RAresources.html']",8968,77.73,5.46,307,187,120,0.24,0.575,0.117,"[-1, -1, -1, -1, -1, -1, -1, -1, 'Mon, 24 Oct 2016 16:27:00 GMT', -1]",1,"['https://healthyhorns.utexas.edu', 'https://healthyhorns.utexas.edu/hs_playsafe.html']",1
The University of Texas at Dallas,https://www.utdallas.edu/healthcenter,,,,,,,,,,,,,,,0
The University of Texas at El Paso,https://www.utep.edu/chs/shc,,,,,,,,,,,,,,,0
The University of Texas at Tyler,https://www.uttyler.edu/clinic,1,['https://www.uttyler.edu/clinic/stds.php'],889,89.98,2.58,5,3,2,0.101,0.594,0.169,[-1],1,"['https://www.uttyler.edu/clinic', 'https://www.uttyler.edu/clinic/stds.php']",1
The University of Texas at San Antonio,https://www.utsa.edu/health,10,"['https://www.utsa.edu/health/edu/sexualhealth.html', 'http://www.utsa.edu/health/files/Contraceptive%20(Oral).pdf', 'http://www.utsa.edu/health/files/Chlamydia.pdf', 'http://www.utsa.edu/health/forms/WellWomensClinic.pdf', 'https://www.utsa.edu/health/resources/']",1683,71.38,6.15,10,6,4,0.077,0.573,0.127,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",-1,[],1
Texas Southern University,http://tsu.edu/students-services/departments/health-services,,,,,,,,,,,,,,,0
Texas Tech University,https://www.depts.ttu.edu/studenthealth,1,['https://www.depts.ttu.edu/studenthealth/travelhealthquestionnaire/'],1363,88.91,3.18,2,1,1,0.019,0.495,-0.036,[-1],1,"['https://www.depts.ttu.edu/studenthealth', 'https://www.depts.ttu.edu/studenthealth/travelhealthquestionnaire/']",1
Texas Woman's University,https://twu.edu/student-health-services,,,,,,,,,,,,,,,0
West Texas A & M University,https://www.wtamu.edu/student-support/medical-services,1,['https://www.wtamu.edu/student-support/medical-services/patient-education-and-information.html'],2145,77.35,6.11,4,2,2,0.042,0.657,0.093,"['Wed, 26 Aug 2020 22:52:41 GMT']",1,"['https://www.wtamu.edu/student-support/medical-services', 'https://www.wtamu.edu/student-support/medical-services/patient-education-and-information.html']",1
Dixie State University,https://wellness.dixie.edu,1,['https://wellness.dixie.edu/'],905,68.09,6.49,2,1,1,0.03,0.581,0.178,[-1],0,['https://wellness.dixie.edu'],1
Utah State University,https://health.usu.edu,,,,,,,,,,,,,,,0
Utah Valley University,https://www.uvu.edu/studenthealth,,,,,,,,,,,,,,,0
University of Utah,https://studenthealth.utah.edu,1,['https://studenthealth.utah.edu/services/preventive-care.php'],775,85.38,5.11,1,1,0,0.018,0.543,0.004,[-1],1,"['https://studenthealth.utah.edu', 'https://studenthealth.utah.edu/services/preventive-care.php']",1
Weber State University,https://www.weber.edu/healthcenter,,,,,,,,,,,,,,,0
Castleton University,https://www.castleton.edu/campus-life/student-resources/health-wellness,,,,,,,,,,,,,,,0
Lyndon State College,https://www.northernvermont.edu/student-life/student-wellness-and-safety/lyndon-health-and-counseling,,,,,,,,,,,,,,,0
Vermont Technical College,https://www.vtc.edu/student-life/health-services,,,,,,,,,,,,,,,0
University of Vermont,https://www.uvm.edu/health/SHS,,,,,,,,,,,,,,,0
College of William and Mary,https://www.wm.edu/offices/wellness/healthcenter,3,"['https://www.wm.edu/offices/wellness/healthcenter/services/womenshealth/birthcontrol/index.php', 'https://www.wm.edu/offices/wellness/healthcenter/documents/gyn_form.pdf']",1144,87.6,4.62,4,2,2,0.021,0.756,0.081,"[-1, 'Mon, 14 Sep 2020 01:42:40 GMT', 'Mon, 14 Sep 2020 01:42:40 GMT']",1,"['https://www.wm.edu/offices/wellness/healthcenter', 'https://www.wm.edu/offices/wellness/healthcenter/documents/covid-close-contact-and-possible-exposure']",1
Christopher Newport University,https://cnu.edu/life/health,,,,,,,,,,,,,,,0
George Mason University,https://shs.gmu.edu,7,"['https://shs.gmu.edu/about/condomrequestform/', 'https://shs.gmu.edu/healthed/sexualhealth/', 'https://shs.gmu.edu/healthed/birthcontrol/', 'https://shs.gmu.edu/about/forms/', 'https://shs.gmu.edu/healthed/sti/', 'https://shs.gmu.edu/services/prep/', 'https://shs.gmu.edu/services/womenshealth/']",4656,38.6,12.18,33,20,13,0.073,0.522,0.227,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://shs.gmu.edu', 'https://shs.gmu.edu/healthed/birthcontrol/']",1
James Madison University,https://www.jmu.edu/healthcenter,1,['https://www.jmu.edu/healthcenter/TheWell/healthy-sexuality/safer-sex-center.shtml'],417,69.92,7.31,7,4,3,0.07,0.69,0.078,[-1],3,"['https://www.jmu.edu/healthcenter', 'https://www.jmu.edu/healthcenter/TheWell/index.shtml', 'https://www.jmu.edu/healthcenter/TheWell/health-education.shtml', 'https://www.jmu.edu/healthcenter/TheWell/healthy-sexuality/safer-sex-center.shtml']",1
Longwood University,http://www.longwood.edu/health,,,,,,,,,,,,,,,0
University of Mary Washington,https://students.umw.edu/healthcenter,7,"['https://students.umw.edu/healthcenter/health-info/selfcare-center/', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/emergency-contraception/', 'https://students.umw.edu/healthcenter/files/2011/08/womens-health-previsit-form.pdf', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/glossary-of-terms/']",2131,59,8.61,5,4,1,0.03,0.581,0.145,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://students.umw.edu/healthcenter', 'https://students.umw.edu/healthcenter/health-info/selfcare-center/']",1
Norfolk State University,"https://www.nsu.edu/Campus-Life/Our-Campus,-Our-Home/Health-and-Wellness",,,,,,,,,,,,,,,0
Old Dominion University,https://www.odu.edu/life/health-safety/health/monarch-wellness/physical-wellness/student-health-center,1,['https://www.odu.edu/life/health-safety/health/monarch-wellness/physical-wellness/student-health-center/billing'],1044,76.43,4.97,4,2,2,0.049,0.695,0.108,[-1],-1,[],1
Radford University,https://www.radford.edu/content/student-health,,,,,,,,,,,,,,,0
The University of Virginia's College at Wise,https://www.uvawise.edu/student-life/health-services,,,,,,,,,,,,,,,0
Virginia Polytechnic Institute and State University,https://healthcenter.vt.edu,10,"['http://www.healthcenter.vt.edu/content/dam/healthcenter_vt_edu/assets/docs/condomsperm.pdf', 'https://healthcenter.vt.edu/ourservices/HIV-STD_testing_info/std_testing_information.html', 'https://healthcenter.vt.edu/common_health_concerns/publications.html', 'https://www.healthcenter.vt.edu/content/dam/healthcenter_vt_edu/assets/docs/fem_hyg_prev_strategies.pdf', 'https://www.healthcenter.vt.edu/assets/docs/GenitalWarts.pdf', 'https://healthcenter.vt.edu/ourservices/womens_clinic.html']",2962,75.01,5.73,26,15,11,0.111,0.522,0.158,"[-1, -1, -1, 'Wed, 16 Sep 2020 19:55:32 GMT', 'Wed, 16 Sep 2020 17:14:17 GMT', -1, -1, -1, -1, 'Wed, 16 Sep 2020 16:00:10 GMT']",0,['https://healthcenter.vt.edu'],1
Virginia Commonwealth University,https://health.students.vcu.edu/,10,"['https://health.students.vcu.edu/patient-resources/sexual-health/free-sexual-health-services/', 'https://health.students.vcu.edu/patient-resources/womens-health/', 'https://health.students.vcu.edu/patient-resources/sexual-health/', 'https://health.students.vcu.edu/media/student-affairs/ushs/docs/CANDIDA.pdf', 'https://health.students.vcu.edu/media/student-affairs/ushs/docs/HERPES-GENITAL.pdf', 'https://health.students.vcu.edu/media/student-affairs/ushs/docs/HPV-cervicalca.pdf']",1808,78.23,5.83,28,17,11,0.083,0.574,0.169,"['Wed, 06 Jun 2018 11:59:24 GMT', 'Thu, 11 Jun 2020 15:04:39 GMT', 'Thu, 11 Jun 2020 15:04:39 GMT', 'Thu, 11 Jun 2020 15:04:39 GMT', 'Wed, 06 Jun 2018 11:59:24 GMT', 'Thu, 02 Apr 2020 17:49:32 GMT', 'Wed, 06 Jun 2018 11:59:23 GMT', 'Wed, 06 Jun 2018 11:59:24 GMT', 'Wed, 06 Jun 2018 11:59:24 GMT', 'Wed, 06 Jun 2018 11:59:24 GMT']",2,"['https://health.students.vcu.edu/', 'https://health.students.vcu.edu/patient-resources/', 'https://health.students.vcu.edu/patient-resources/womens-health/']",1
University of Virginia Main Campus,https://www.studenthealth.virginia.edu,10,"['https://www.studenthealth.virginia.edu/sites/studenthealth.virginia.edu/files/SSJ35.pdf', 'https://www.studenthealth.virginia.edu/sites/studenthealth.virginia.edu/files/Missed%20Pills.pdf', 'https://www.studenthealth.virginia.edu/sites/studenthealth.virginia.edu/files/SSJ%20vol19%20i13.pdf', 'https://www.studenthealth.virginia.edu/wellness-events', 'https://www.studenthealth.virginia.edu/gyn-online-appointment', 'https://www.studenthealth.virginia.edu/outreach-programs-0']",3411,71.26,6.58,8,6,2,0.042,0.498,0.229,"['Thu, 29 Mar 2018 18:22:31 GMT', 'Thu, 21 Sep 2017 18:17:18 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Tue, 31 Oct 2017 15:42:15 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Wed, 16 Sep 2020 20:50:54 GMT', 'Wed, 16 Sep 2020 15:30:13 GMT', 'Wed, 16 Sep 2020 20:50:54 GMT']",0,['https://www.studenthealth.virginia.edu'],1
Virginia State University,http://www.vsu.edu/healthservices,,,,,,,,,,,,,,,0
Central Washington University,https://www.cwu.edu/medical-counseling,,,,,,,,,,,,,,,0
Eastern Washington University,https://inside.ewu.edu/bewell/rockwood-clinic-student-health-services,,,,,,,,,,,,,,,0
The Evergreen State College,https://www.evergreen.edu/health,,,,,,,,,,,,,,,0
Washington State University,https://cougarhealth.wsu.edu,8,"['https://cougarhealth.wsu.edu/2016/11/02/sexual-assault-within-relationships/', 'https://cougarhealth.wsu.edu/tag/sexual-assault/', 'https://cougarhealth.wsu.edu/tag/healthy-relationships/', 'https://cougarhealth.wsu.edu/author/amber-morczek/', 'https://cougarhealth.wsu.edu/tag/violence-prevention/page/2/', 'https://cougarhealth.wsu.edu/news/page/12/', 'https://cougarhealth.wsu.edu/category/health-info/page/4/']",20262,78.39,5.75,2,1,1,0.017,0.433,-0.004,"[-1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://cougarhealth.wsu.edu', 'mailto:?subject=Cougar%20Health%20Services%20%7C%20Washington%20State%20University&body=https://cougarhealth.wsu.edu/']",1
University of Washington Seattle Campus,https://wellbeing.uw.edu,8,"['https://wellbeing.uw.edu/medical/safer-sex-supplies/', 'https://wellbeing.uw.edu/forms-of-birth-control/', 'https://wellbeing.uw.edu/medical/sexual-health/', 'https://wellbeing.uw.edu/medical/sexual-health/safer-sex-supplies-by-mail/', 'https://wellbeing.uw.edu/vaginal-health/', 'https://wellbeing.uw.edu/resources/hepatitis-b/']",9843,77.33,5.68,50,26,24,0.11,0.645,0.157,"[-1, -1, -1, 'Mon, 21 Oct 2019 23:06:20 GMT', 'Wed, 11 Sep 2019 15:39:45 GMT', -1, -1, -1]",1,"['https://wellbeing.uw.edu', 'https://wellbeing.uw.edu/medical/sexual-health/']",1
Western Washington University,https://studenthealth.wwu.edu,2,"['https://studenthealth.wwu.edu/sti-testing', 'https://studenthealth.wwu.edu/birth-control-faq']",748,78.65,5.78,3,2,1,0.04,0.677,0.145,"['Wed, 16 Sep 2020 11:38:45 GMT', 'Wed, 16 Sep 2020 11:38:47 GMT']",2,"['https://studenthealth.wwu.edu', 'https://studenthealth.wwu.edu/clinical-services', 'https://studenthealth.wwu.edu/sti-testing']",1
Bluefield State College,https://bluefieldstate.edu/resources/health-center,,,,,,,,,,,,,,,0
Concord University,https://www.concord.edu/studenthealth,1,['https://www.concord.edu/studenthealth'],1525,74.71,5.7,2,1,1,0.021,0.696,0.129,[-1],0,['https://www.concord.edu/studenthealth'],1
Fairmont State University,https://www.fairmontstate.edu/falconcenter/health-services,1,['https://www.fairmontstate.edu/falconcenter/health-services/health-services-womens-health'],702,59.43,9.28,2,1,1,0.027,0.486,0.329,"['Wed, 16 Sep 2020 20:54:10 GMT']",1,"['https://www.fairmontstate.edu/falconcenter/health-services', 'https://www.fairmontstate.edu/falconcenter/health-services/health-services-womens-health']",1
Glenville State College,https://www.glenville.edu/student-life/health-center,,,,,,,,,,,,,,,0
Marshall University,https://www.marshall.edu/studenthealth,,,,,,,,,,,,,,,0
Shepherd University,https://www.shepherd.edu/healthcenter,1,['https://www.shepherd.edu/healthcenter/family-planning'],666,41.24,11.21,2,1,1,0.024,0.66,0.179,[-1],1,"['https://www.shepherd.edu/healthcenter', 'https://www.shepherd.edu/healthcenter/family-planning']",1
West Virginia State University,https://www.wvstateu.edu/current-students,,,,,,,,,,,,,,,0
West Liberty University,https://westliberty.edu/health-services,,,,,,,,,,,,,,,0
West Virginia University Institute of Technology,https://students.wvutech.edu/health-wellness/student-health-clinic,,,,,,,,,,,,,,,0
West Virginia University,https://well.wvu.edu,10,"['https://well.wvu.edu/resources/sexual-health/condom-caravan', 'https://well.wvu.edu/resources/sexual-health/safer-sex', 'https://well.wvu.edu/programs/wellbeing/sexual-health', 'https://well.wvu.edu/', 'https://well.wvu.edu/programs', 'https://well.wvu.edu/peer-education', 'https://well.wvu.edu/resources/sexual-health', 'https://well.wvu.edu/resources/sexual-health/what-is-sex', 'https://well.wvu.edu/programs/wellbeing/stress-management/chillfest']",4791,76.03,5.54,28,21,7,0.067,0.494,0.242,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,['https://well.wvu.edu'],1
University of Wisconsin Whitewater,https://www.uww.edu/uhcs,10,"['https://www.uww.edu/uhcs/wellness-information/az/condoms-and-barriers', 'https://www.uww.edu/uhcs/wellness-information/az/birth-control', 'https://www.uww.edu/uhcs/appointments', 'https://www.uww.edu/uhcs/wellness-information/az/mens-health', 'https://www.uww.edu/uhcs/wellness-information/az/lgbt-wellness', 'https://www.uww.edu/uhcs/health-services/family-planning-only-services', 'https://www.uww.edu/uhcs/wellness-information/az/sexual-and-reproductive-health', 'https://www.uww.edu/uhcs/wellness-information/az/hpv', 'https://www.uww.edu/uhcs/wellness-information/az/womens-health', 'https://www.uww.edu/uhcs/wellness-information/az/urinary-symptoms']",9205,77.69,5.77,55,41,14,0.123,0.512,0.151,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://www.uww.edu/uhcs', 'https://www.uww.edu/uhcs/appointments']",1
University of Wisconsin Eau Claire,https://www.uwec.edu/student-health-service,4,"['https://www.uwec.edu/student-health-service/health-promotion/swat/', 'https://www.uwec.edu/student-health-service/services/', 'https://www.uwec.edu/student-health-service/', 'https://www.uwec.edu/student-health-service/health-clinic/family-planning-only-services/']",5215,74.55,5.99,26,14,12,0.076,0.515,0.23,"['Wed, 16 Sep 2020 20:56:05 GMT', 'Wed, 16 Sep 2020 20:56:05 GMT', 'Wed, 16 Sep 2020 20:50:14 GMT', 'Wed, 16 Sep 2020 20:56:06 GMT']",0,['https://www.uwec.edu/student-health-service'],1
University of Wisconsin Green Bay,https://www.uwgb.edu/wellness-center,,,,,,,,,,,,,,,0
University of Wisconsin La Crosse,https://www.uwlax.edu/student-health-center,4,"['https://www.uwlax.edu/student-health-center/contraceptive-details/', 'https://www.uwlax.edu/student-health-center/faqs/', 'https://www.uwlax.edu/student-health-center/services/', 'https://www.uwlax.edu/student-health-center/fees--costs/']",8665,73.79,5.92,11,6,5,0.049,0.591,0.142,"[-1, -1, -1, -1]",1,"['https://www.uwlax.edu/student-health-center', 'https://www.uwlax.edu/student-health-center/services/']",1
University of Wisconsin Oshkosh,https://uwosh.edu/studenthealth,4,"['https://uwosh.edu/studenthealth/medical-care/', 'https://uwosh.edu/studenthealth/wp-content/uploads/sites/26/2016/09/HIGHLIGHTS-UWO-NCHA-spring-2015-data.pdf']",1495,88.61,3.68,2,1,1,0.02,0.614,0.227,"[-1, 'Mon, 26 Mar 2018 14:10:24 GMT', 'Mon, 26 Mar 2018 14:10:18 GMT', 'Mon, 26 Mar 2018 14:10:18 GMT']",1,"['https://uwosh.edu/studenthealth', 'https://uwosh.edu/studenthealth/medical-care/']",1
